dttm,value,anomalyScore,Likelihood Score,label
25/2/2014 6:45,5.626,0,0.0445655,0
25/2/2014 6:50,5.87,0,0.0445655,0
25/2/2014 6:55,6.042,0,0.0445655,0
25/2/2014 7:00,6.464,0,0.0445655,0
25/2/2014 7:05,6.036,0,0.0445655,0
25/2/2014 7:15,25.1033,1,0.999968,0
25/2/2014 7:20,17.186,1,0.999,0
25/2/2014 7:25,14.452,0.175,0.999,0
25/2/2014 7:30,13.968,0.125,0.999,0
25/2/2014 7:35,13.352,0.075,0.999,0
25/2/2014 7:40,15.6433,0.225,0.999,0
25/2/2014 7:45,14.4533,0.175,0.999,0
25/2/2014 7:50,15.42,0.25,0.999,0
25/2/2014 7:55,18.3333,0.375,0.999,0
25/2/2014 8:00,16.19,0.3,0.999,0
25/2/2014 8:05,15,0.2,0.999,0
25/2/2014 8:10,15.07,0.2,0.999,0
25/2/2014 8:15,15,0.2,0.999,0
25/2/2014 8:20,15.0867,0.2,0.999,0
25/2/2014 8:25,13.9333,0.15,0.999,0
25/2/2014 8:30,15.0033,0.15,0.999,0
25/2/2014 8:35,14.4533,0.15,0.999,0
25/2/2014 8:40,15,0.15,0.999,0
25/2/2014 8:45,13.9067,0.15,0.999,0
25/2/2014 8:50,15.1433,0.15,0.999,0
25/2/2014 8:55,14.4433,0.125,0.999,0
25/2/2014 9:00,15.5567,0.175,0.999,0
25/2/2014 9:05,14.4433,0.125,0.999,0
25/2/2014 9:10,15.55,0.175,0.999,0
25/2/2014 9:15,14.4733,0.125,0.999,0
25/2/2014 9:20,14.8833,0.125,0.999,0
25/2/2014 9:25,13.9333,0.1,0.999,0
25/2/2014 9:30,16.1133,0.15,0.999,0
25/2/2014 9:35,13.8867,0.125,0.999,0
25/2/2014 9:40,15,0.125,0.999,0
25/2/2014 9:45,13.27,0.1,0.999,0
25/2/2014 9:50,15.5567,0.125,0.999,0
25/2/2014 9:55,14.4433,0.125,0.999,0
25/2/2014 10:00,15,0.125,0.999,0
25/2/2014 10:05,13.8867,0.05,0.999,0
25/2/2014 10:10,15,0.05,0.999,0
25/2/2014 10:15,14.4733,0.1,0.999,0
25/2/2014 10:20,15.5567,0.075,0.999892,0
25/2/2014 10:25,14.4433,0.025,0.999313,0
25/2/2014 10:30,15,0.025,0.995339,0
25/2/2014 10:35,14.3567,0,0.982136,0
25/2/2014 10:40,15.5567,0.05,0.955435,0
25/2/2014 10:45,14.4433,0,0.864334,0
25/2/2014 10:50,15.5567,0.025,0.691462,0
25/2/2014 10:55,14.5,0.025,0.655422,0
25/2/2014 11:00,15,0.025,0.617911,0
25/2/2014 11:05,14.4733,0.025,0.460172,0
25/2/2014 11:10,16.11,0.075,0.460172,0
25/2/2014 11:15,14.4833,0.05,0.5,0
25/2/2014 11:20,12.925,0,0.460172,0
25/2/2014 11:25,13.9267,0,0.460172,0
25/2/2014 11:30,15.5567,0.075,0.5,0
25/2/2014 11:35,14.4433,0.05,0.617911,0
25/2/2014 11:40,15.0867,0.05,0.655422,0
25/2/2014 11:45,13.8867,0,0.57926,0
25/2/2014 11:50,14.4433,0.05,0.655422,0
25/2/2014 11:55,14.3333,0.025,0.655422,0
25/2/2014 12:00,15,0.05,0.57926,0
25/2/2014 12:05,14.4567,0.075,0.655422,0
25/2/2014 12:10,15.5567,0.05,0.725747,0
25/2/2014 12:15,13.9533,0.025,0.758036,0
25/2/2014 12:20,15,0.05,0.725747,0
25/2/2014 12:25,13.8867,0.075,0.758036,0
25/2/2014 12:30,15,0.05,0.758036,0
25/2/2014 12:35,13.89,0.05,0.841345,0
25/2/2014 12:40,14.8733,0.05,0.841345,0
25/2/2014 12:45,14.4433,0.05,0.864334,0
25/2/2014 12:50,15.6433,0.05,0.864334,0
25/2/2014 12:55,13.97,0.025,0.81594,0
25/2/2014 13:00,15.0567,0.05,0.81594,0
25/2/2014 13:05,13.8867,0.025,0.81594,0
25/2/2014 13:10,15,0.05,0.81594,0
25/2/2014 13:15,13.9333,0.05,0.758036,0
25/2/2014 13:20,15.5567,0.025,0.725747,0
25/2/2014 13:25,13.9333,0.025,0.691462,0
25/2/2014 13:30,15,0.025,0.655422,0
25/2/2014 13:35,13.9333,0.025,0.57926,0
25/2/2014 13:40,15.6133,0.025,0.539828,0
25/2/2014 13:45,11.6467,0.025,0.539828,0
25/2/2014 13:50,15.0867,0.025,0.5,0
25/2/2014 13:55,13.8867,0,0.460172,0
25/2/2014 14:00,15,0.05,0.460172,0
25/2/2014 14:05,14.4433,0.05,0.460172,0
25/2/2014 14:10,15,0.025,0.460172,0
25/2/2014 14:15,13.8867,0,0.42074,0
25/2/2014 14:20,14.9933,0,0.344578,0
25/2/2014 14:25,13.8867,0.025,0.344578,0
25/2/2014 14:30,15.5567,0,0.308538,0
25/2/2014 14:35,14.4433,0.025,0.308538,0
25/2/2014 14:40,15,0,0.274253,0
25/2/2014 14:45,13.8867,0,0.274253,0
25/2/2014 14:50,15.0567,0,0.18406,0
25/2/2014 14:55,13.8267,0,0.135666,0
25/2/2014 15:00,15.1267,0,0.11507,0
25/2/2014 15:05,13.9067,0,0.11507,0
25/2/2014 15:10,14.8733,0,0.11507,0
25/2/2014 15:15,12.22,0,0.0807567,0
25/2/2014 15:20,13.2333,0,0.0807567,0
25/2/2014 15:25,14.4733,0,0.0668072,0
25/2/2014 15:30,15,0,0.0668072,0
25/2/2014 15:35,13.9333,0,0.0668072,0
25/2/2014 15:40,14.4433,0,0.0668072,0
25/2/2014 15:45,14.3733,0,0.0668072,0
25/2/2014 15:50,15,0,0.0668072,0
25/2/2014 15:55,14.4433,0,0.0668072,0
25/2/2014 16:00,15.0033,0,0.0668072,0
25/2/2014 16:05,13.8267,0,0.0668072,0
25/2/2014 16:10,13.3367,0,0.0668072,0
25/2/2014 16:15,13.9267,0,0.0668072,0
25/2/2014 16:20,15.6333,0,0.0668072,0
25/2/2014 16:25,14.4833,0,0.0668072,0
25/2/2014 16:30,14.93,0.025,0.0807567,0
25/2/2014 16:35,14.4833,0.025,0.11507,0
25/2/2014 16:40,15,0.025,0.135666,0
25/2/2014 16:45,13.9067,0,0.135666,0
25/2/2014 16:50,15.5567,0.025,0.158655,0
25/2/2014 16:55,14.4433,0,0.158655,0
25/2/2014 17:00,15.0567,0,0.158655,0
25/2/2014 17:05,14.4433,0,0.158655,0
25/2/2014 17:10,15.5567,0.025,0.18406,0
25/2/2014 17:15,12.22,0,0.18406,0
25/2/2014 17:20,15.1433,0,0.158655,0
25/2/2014 17:25,14.5133,0,0.135666,0
25/2/2014 17:30,15.5567,0.05,0.158655,0
25/2/2014 17:35,14.4,0.025,0.18406,0
25/2/2014 17:40,15,0.025,0.18406,0
25/2/2014 17:45,14.5,0.025,0.241964,0
25/2/2014 17:50,15,0.05,0.308538,0
25/2/2014 17:55,14.4433,0.05,0.42074,0
25/2/2014 18:00,15.5567,0.05,0.460172,0
25/2/2014 18:05,14.4433,0.05,0.539828,0
25/2/2014 18:10,13.89,0.025,0.57926,0
25/2/2014 18:15,13.8867,0.05,0.691462,0
25/2/2014 18:20,15.1967,0.05,0.691462,0
25/2/2014 18:25,13.8867,0.05,0.725747,0
25/2/2014 18:30,15,0.05,0.758036,0
25/2/2014 18:35,14.4433,0.05,0.81594,0
25/2/2014 18:40,15.0567,0.075,0.841345,0
25/2/2014 18:45,14.3967,0.075,0.864334,0
25/2/2014 18:50,15.5567,0.075,0.88493,0
25/2/2014 18:55,14.4433,0.075,0.919243,0
25/2/2014 19:00,15,0.075,0.945201,0
25/2/2014 19:05,13.9067,0.075,0.955435,0
25/2/2014 19:10,15.5567,0.075,0.971283,0
25/2/2014 19:15,13.7767,0.075,0.97725,0
25/2/2014 19:20,15.07,0.075,0.982136,0
25/2/2014 19:25,14.3333,0.075,0.986097,0
25/2/2014 19:30,14.4433,0.075,0.986097,0
25/2/2014 19:35,13.8867,0.05,0.982136,0
25/2/2014 19:40,13.3333,0.05,0.97725,0
25/2/2014 19:45,14.4433,0.075,0.97725,0
25/2/2014 19:50,15.42,0.075,0.97725,0
25/2/2014 19:55,13.9067,0.075,0.97725,0
25/2/2014 20:00,15.55,0.075,0.97725,0
25/2/2014 20:05,14.4433,0.075,0.97725,0
25/2/2014 20:10,16.1067,0.05,0.96407,0
25/2/2014 20:15,14.4433,0.05,0.955435,0
25/2/2014 20:20,13.75,0.05,0.945201,0
25/2/2014 20:25,14.4433,0.05,0.945201,0
25/2/2014 20:30,15,0.025,0.933193,0
25/2/2014 20:35,14.4433,0.025,0.88493,0
25/2/2014 20:40,15.6433,0.025,0.841345,0
25/2/2014 20:45,13.8867,0.025,0.758036,0
25/2/2014 20:50,14.9367,0.05,0.725747,0
25/2/2014 20:55,13.8867,0.025,0.655422,0
25/2/2014 21:00,15.0567,0.025,0.57926,0
25/2/2014 21:05,13.9333,0.025,0.539828,0
25/2/2014 21:10,15.55,0.05,0.539828,0
25/2/2014 21:15,13.8867,0.025,0.5,0
25/2/2014 21:20,15.1433,0,0.460172,0
25/2/2014 21:25,14.4433,0,0.42074,0
25/2/2014 21:30,15.42,0.025,0.42074,0
25/2/2014 21:35,15,0,0.344578,0
25/2/2014 21:40,14.4433,0,0.274253,0
25/2/2014 21:45,13.9267,0,0.241964,0
25/2/2014 21:50,15.0867,0,0.211855,0
25/2/2014 21:55,14.4433,0,0.158655,0
25/2/2014 22:00,15.5567,0.025,0.135666,0
25/2/2014 22:05,15,0,0.11507,0
25/2/2014 22:10,15,0,0.11507,0
25/2/2014 22:15,13.9333,0,0.11507,0
25/2/2014 22:20,15,0.025,0.11507,0
25/2/2014 22:25,14.3433,0,0.11507,0
25/2/2014 22:30,15,0,0.11507,0
25/2/2014 22:35,13.8867,0,0.11507,0
25/2/2014 22:40,15.08,0,0.11507,0
25/2/2014 22:45,14.4733,0,0.11507,0
25/2/2014 22:50,13.94,0,0.0968005,0
25/2/2014 22:55,13.8867,0,0.0968005,0
25/2/2014 23:00,14.9467,0,0.0968005,0
25/2/2014 23:05,13.92,0,0.0968005,0
25/2/2014 23:10,15,0,0.0807567,0
25/2/2014 23:15,14.4433,0,0.0807567,0
25/2/2014 23:20,15.5567,0.025,0.0968005,0
25/2/2014 23:25,13.9167,0,0.0968005,0
25/2/2014 23:30,14.3267,0,0.0968005,0
25/2/2014 23:35,13.8867,0.05,0.135666,0
25/2/2014 23:40,15.0867,0,0.135666,0
25/2/2014 23:45,13.8867,0,0.135666,0
25/2/2014 23:50,15,0,0.135666,0
25/2/2014 23:55,13.39,0,0.135666,0
26/2/2014 0:00,15.15,0,0.135666,0
26/2/2014 0:05,14.4433,0,0.135666,0
26/2/2014 0:10,15.5567,0.05,0.158655,0
26/2/2014 0:15,14.4433,0,0.158655,0
26/2/2014 0:20,14.9933,0,0.158655,0
26/2/2014 0:25,13.9333,0,0.11507,0
26/2/2014 0:30,14.4433,0,0.11507,0
26/2/2014 0:35,13.9067,0,0.11507,0
26/2/2014 0:40,15.0633,0,0.11507,0
26/2/2014 0:45,14.3333,0,0.11507,0
26/2/2014 0:50,15,0,0.11507,0
26/2/2014 0:55,13.8867,0.025,0.135666,0
26/2/2014 1:00,15.5567,0.025,0.11507,0
26/2/2014 1:05,12.2233,0,0.11507,0
26/2/2014 1:10,15,0,0.11507,0
26/2/2014 1:15,16.15,0.075,0.211855,0
26/2/2014 1:20,15,0,0.211855,0
26/2/2014 1:25,13.9333,0,0.211855,0
26/2/2014 1:30,15.0567,0,0.211855,0
26/2/2014 1:35,13.9067,0,0.211855,0
26/2/2014 1:40,15.08,0,0.211855,0
26/2/2014 1:45,13.9067,0,0.158655,0
26/2/2014 1:50,14.8633,0,0.135666,0
26/2/2014 1:55,14.4433,0,0.135666,0
26/2/2014 2:00,12.105,0,0.135666,0
26/2/2014 2:05,13.8867,0,0.0668072,0
26/2/2014 2:10,15.1433,0,0.0668072,0
26/2/2014 2:15,14.4433,0,0.0668072,0
26/2/2014 2:20,15.9767,0.025,0.0968005,0
26/2/2014 2:25,14.4433,0.025,0.11507,0
26/2/2014 2:30,14.9367,0.025,0.135666,0
26/2/2014 2:35,14.5267,0.025,0.158655,0
26/2/2014 2:40,15.07,0.025,0.211855,0
26/2/2014 2:45,13.9067,0.025,0.241964,0
26/2/2014 2:50,15,0,0.241964,0
26/2/2014 2:55,13.94,0.025,0.274253,0
26/2/2014 3:00,15,0.025,0.308538,0
26/2/2014 3:05,13.3333,0.025,0.344578,0
26/2/2014 3:10,15,0.05,0.42074,0
26/2/2014 3:15,11.7067,0,0.344578,0
26/2/2014 3:20,15,0.05,0.42074,0
26/2/2014 3:25,14.3433,0.05,0.460172,0
26/2/2014 3:30,15.42,0.05,0.5,0
26/2/2014 3:35,13.8867,0.025,0.5,0
26/2/2014 3:40,14.5,0.05,0.57926,0
26/2/2014 3:45,14.4433,0.05,0.655422,0
26/2/2014 3:50,15,0.05,0.691462,0
26/2/2014 3:55,13.8867,0.025,0.691462,0
26/2/2014 4:00,15,0.025,0.655422,0
26/2/2014 4:05,13.8867,0.05,0.725747,0
26/2/2014 4:10,15.01,0.025,0.691462,0
26/2/2014 4:15,14.4433,0.025,0.655422,0
26/2/2014 4:20,16.1133,0.025,0.57926,0
26/2/2014 4:25,14.4433,0.025,0.57926,0
26/2/2014 4:30,15.0867,0.025,0.539828,0
26/2/2014 4:35,14.49,0.025,0.5,0
26/2/2014 4:40,15,0,0.42074,0
26/2/2014 4:45,14.4433,0.025,0.42074,0
26/2/2014 4:50,15,0.025,0.42074,0
26/2/2014 4:55,13.33,0.025,0.344578,0
26/2/2014 5:00,15,0,0.308538,0
26/2/2014 5:05,14.3433,0,0.274253,0
26/2/2014 5:10,15,0,0.241964,0
26/2/2014 5:15,14.4533,0,0.211855,0
26/2/2014 5:20,15.0033,0,0.158655,0
26/2/2014 5:25,14.4433,0,0.135666,0
26/2/2014 5:30,15,0,0.135666,0
26/2/2014 5:35,13.89,0,0.11507,0
26/2/2014 5:40,14.39,0,0.0968005,0
26/2/2014 5:45,13.3333,0,0.0668072,0
26/2/2014 5:50,15.42,0,0.0668072,0
26/2/2014 5:55,14.4933,0.025,0.0968005,0
26/2/2014 6:00,15.08,0,0.0968005,0
26/2/2014 6:05,14.3433,0,0.0968005,0
26/2/2014 6:10,14.9467,0,0.0968005,0
26/2/2014 6:15,13.9567,0,0.0968005,0
26/2/2014 6:20,14.8667,0,0.0968005,0
26/2/2014 6:25,15,0,0.0968005,0
26/2/2014 6:30,14.4433,0,0.0968005,0
26/2/2014 6:35,13.8867,0,0.0968005,0
26/2/2014 6:40,15,0,0.0968005,0
26/2/2014 6:45,13.3333,0,0.0668072,0
26/2/2014 6:50,15,0,0.0668072,0
26/2/2014 6:55,14.4433,0,0.0668072,0
26/2/2014 7:00,15,0,0.0668072,0
26/2/2014 7:05,13.36,0,0.0668072,0
26/2/2014 7:10,13.3675,0,0.0668072,0
26/2/2014 7:15,13.85,0,0.0668072,0
26/2/2014 7:20,15,0,0.0668072,0
26/2/2014 7:25,15,0,0.0668072,0
26/2/2014 7:30,15.62,0.025,0.0968005,0
26/2/2014 7:35,14.49,0,0.0968005,0
26/2/2014 7:40,15,0,0.0968005,0
26/2/2014 7:45,13.8867,0,0.0968005,0
26/2/2014 7:50,15,0,0.0968005,0
26/2/2014 7:55,16.6667,0,0.0968005,0
26/2/2014 8:00,14.9467,0,0.0968005,0
26/2/2014 8:05,13.8867,0,0.0968005,0
26/2/2014 8:10,14.4433,0,0.0968005,0
26/2/2014 8:15,14.4433,0,0.0968005,0
26/2/2014 8:20,15.5567,0,0.0668072,0
26/2/2014 8:25,14.5,0,0.0668072,0
26/2/2014 8:30,15.5567,0,0.0668072,0
26/2/2014 8:35,13.8333,0,0.0668072,0
26/2/2014 8:40,13.3425,0,0.0668072,0
26/2/2014 8:45,13.8867,0,0.0668072,0
26/2/2014 8:50,14.8633,0,0.0668072,0
26/2/2014 8:55,13.9633,0,0.0668072,0
26/2/2014 9:00,14.4433,0,0.0668072,0
26/2/2014 9:05,13.7867,0,0.0668072,0
26/2/2014 9:10,15,0,0.0668072,0
26/2/2014 9:15,13.9367,0,0.0668072,0
26/2/2014 9:20,15.01,0,0.0668072,0
26/2/2014 9:25,14.37,0,0.0668072,0
26/2/2014 9:30,15.07,0,0.0668072,0
26/2/2014 9:35,14.49,0,0.0668072,0
26/2/2014 9:40,15,0,0.0668072,0
26/2/2014 9:45,13.8033,0,0.0668072,0
26/2/2014 9:50,13.2925,0,0.0668072,0
26/2/2014 9:55,13.8267,0,0.0668072,0
26/2/2014 10:00,15,0,0.0668072,0
26/2/2014 10:05,12.9025,0,0.0668072,0
26/2/2014 10:10,15,0,0.0668072,0
26/2/2014 10:15,14.5267,0.025,0.0968005,0
26/2/2014 10:20,14.5,0,0.0968005,0
26/2/2014 10:25,13.8867,0.025,0.11507,0
26/2/2014 10:30,13.4275,0,0.11507,0
26/2/2014 10:35,14.36,0,0.11507,0
26/2/2014 10:40,15,0,0.11507,0
26/2/2014 10:45,12.9525,0.025,0.135666,0
26/2/2014 10:50,14.8733,0,0.135666,0
26/2/2014 10:55,13.3633,0,0.135666,0
26/2/2014 11:00,14.3167,0,0.135666,0
26/2/2014 11:05,13.8867,0,0.11507,0
26/2/2014 11:10,15.0033,0,0.11507,0
26/2/2014 11:15,12.915,0,0.0968005,0
26/2/2014 11:20,15.62,0,0.0968005,0
26/2/2014 11:25,13.8867,0,0.0968005,0
26/2/2014 11:30,17.22,0,0.0968005,0
26/2/2014 11:35,13.8867,0,0.0668072,0
26/2/2014 11:40,15.4833,0,0.0668072,0
26/2/2014 11:45,13.9333,0.025,0.0968005,0
26/2/2014 11:50,14.9467,0,0.0968005,0
26/2/2014 11:55,13.8867,0,0.0968005,0
26/2/2014 12:00,15,0,0.0968005,0
26/2/2014 12:05,14.4433,0,0.0968005,0
26/2/2014 12:10,15.5567,0,0.0968005,0
26/2/2014 12:15,14.4433,0.025,0.11507,0
26/2/2014 12:20,15.6433,0,0.11507,0
26/2/2014 12:25,13.9267,0,0.11507,0
26/2/2014 12:30,12.9175,0,0.11507,0
26/2/2014 12:35,14.4433,0,0.0968005,0
26/2/2014 12:40,14.4433,0,0.0968005,0
26/2/2014 12:45,13.4167,0,0.0968005,0
26/2/2014 12:50,14.49,0,0.0968005,0
26/2/2014 12:55,13.8867,0,0.0968005,0
26/2/2014 13:00,15,0,0.0968005,0
26/2/2014 13:05,14.4433,0,0.0668072,0
26/2/2014 13:10,15,0,0.0668072,0
26/2/2014 13:15,13.8867,0,0.0668072,0
26/2/2014 13:20,12.975,0,0.0668072,0
26/2/2014 13:25,13.9267,0,0.0668072,0
26/2/2014 13:30,15,0,0.0668072,0
26/2/2014 13:35,13.9333,0,0.0668072,0
26/2/2014 13:40,15.42,0,0.0668072,0
26/2/2014 13:45,12.22,0,0.0668072,0
26/2/2014 13:50,15.5567,0,0.0668072,0
26/2/2014 13:55,15,0,0.0668072,0
26/2/2014 14:00,16.19,0,0.0668072,0
26/2/2014 14:05,14.4733,0,0.0668072,0
26/2/2014 14:10,15.5567,0,0.0668072,0
26/2/2014 14:15,13.8867,0,0.0668072,0
26/2/2014 14:20,15.6333,0,0.0668072,0
26/2/2014 14:25,14.3333,0,0.0668072,0
26/2/2014 14:30,15.08,0,0.0668072,0
26/2/2014 14:35,13.9267,0,0.0668072,0
26/2/2014 14:40,14.4433,0,0.0668072,0
26/2/2014 14:45,13.7767,0,0.0668072,0
26/2/2014 14:50,15.0567,0,0.0668072,0
26/2/2014 14:55,13.9067,0,0.0668072,0
26/2/2014 15:00,15,0,0.0668072,0
26/2/2014 15:05,11.6667,0,0.0668072,0
26/2/2014 15:10,15.08,0,0.0668072,0
26/2/2014 15:15,14.4433,0,0.0668072,0
26/2/2014 15:20,15.42,0,0.0668072,0
26/2/2014 15:25,15,0,0.0668072,0
26/2/2014 15:30,15.5567,0,0.0668072,0
26/2/2014 15:35,12.7767,0,0.0668072,0
26/2/2014 15:40,15.5567,0,0.0668072,0
26/2/2014 15:45,14.4433,0,0.0668072,0
26/2/2014 15:50,15.5567,0,0.0668072,0
26/2/2014 15:55,13.8867,0,0.0668072,0
26/2/2014 16:00,15,0,0.0668072,0
26/2/2014 16:05,13.9267,0,0.0668072,0
26/2/2014 16:10,15,0,0.0668072,0
26/2/2014 16:15,13.8867,0,0.0668072,0
26/2/2014 16:20,15.0633,0,0.0668072,0
26/2/2014 16:25,15,0,0.0668072,0
26/2/2014 16:30,15.0567,0,0.0668072,0
26/2/2014 16:35,14.4433,0,0.0668072,0
26/2/2014 16:40,15.5567,0,0.0668072,0
26/2/2014 16:45,14.4433,0,0.0668072,0
26/2/2014 16:50,14.4433,0,0.0668072,0
26/2/2014 16:55,13.8867,0.025,0.0968005,0
26/2/2014 17:00,14.5233,0,0.0968005,0
26/2/2014 17:05,14.3333,0,0.0968005,0
26/2/2014 17:10,15.5567,0,0.0968005,0
26/2/2014 17:15,14.4433,0,0.0968005,0
26/2/2014 17:20,15.5667,0,0.0968005,0
26/2/2014 17:25,14.4433,0,0.0968005,0
26/2/2014 17:30,15,0,0.0968005,0
26/2/2014 17:35,14.3333,0,0.0968005,0
26/2/2014 17:40,15.43,0,0.0807567,0
26/2/2014 17:45,13.4367,0,0.0668072,0
26/2/2014 17:50,14.8733,0,0.0668072,0
26/2/2014 17:55,13.25,0,0.0668072,0
26/2/2014 18:00,15.5667,0,0.0668072,0
26/2/2014 18:05,13.9333,0,0.0668072,0
26/2/2014 18:10,15.5567,0,0.0668072,0
26/2/2014 18:15,13.8867,0,0.0668072,0
26/2/2014 18:20,15,0,0.0668072,0
26/2/2014 18:25,15,0,0.0668072,0
26/2/2014 18:30,16.11,0,0.0668072,0
26/2/2014 18:35,13.8867,0,0.0668072,0
26/2/2014 18:40,14.4433,0,0.0668072,0
26/2/2014 18:45,13.3333,0,0.0668072,0
26/2/2014 18:50,15.0033,0,0.0668072,0
26/2/2014 18:55,13.8867,0,0.0668072,0
26/2/2014 19:00,15.08,0,0.0668072,0
26/2/2014 19:05,13.8867,0,0.0668072,0
26/2/2014 19:10,14.8733,0,0.0668072,0
26/2/2014 19:15,12.7033,0,0.0668072,0
26/2/2014 19:20,16.1133,0,0.0668072,0
26/2/2014 19:25,12.22,0,0.0668072,0
26/2/2014 19:30,15.5567,0,0.0668072,0
26/2/2014 19:35,14.4433,0,0.0668072,0
26/2/2014 19:40,15.42,0,0.0668072,0
26/2/2014 19:45,12.915,0,0.0668072,0
26/2/2014 19:50,15,0,0.0668072,0
26/2/2014 19:55,13.9267,0,0.0668072,0
26/2/2014 20:00,15,0,0.0668072,0
26/2/2014 20:05,12.22,0,0.0668072,0
26/2/2014 20:10,15.5567,0,0.0668072,0
26/2/2014 20:15,13.8867,0,0.0668072,0
26/2/2014 20:20,15.06,0,0.0668072,0
26/2/2014 20:25,14.4433,0,0.0668072,0
26/2/2014 20:30,16.1133,0,0.0668072,0
26/2/2014 20:35,14.4633,0,0.0668072,0
26/2/2014 20:40,15.5567,0,0.0668072,0
26/2/2014 20:45,14.4433,0,0.0668072,0
26/2/2014 20:50,15,0,0.0668072,0
26/2/2014 20:55,14.4433,0,0.0668072,0
26/2/2014 21:00,14.88,0,0.0668072,0
26/2/2014 21:05,13.8867,0,0.0668072,0
26/2/2014 21:10,15.5567,0,0.0668072,0
26/2/2014 21:15,14.5,0,0.0668072,0
26/2/2014 21:20,16.1767,0,0.0668072,0
26/2/2014 21:25,14.89,0,0.0668072,0
26/2/2014 21:30,16.1133,0,0.0668072,0
26/2/2014 21:35,14.4433,0,0.0668072,0
26/2/2014 21:40,15.6133,0,0.0668072,0
